Day,Month,Year,Hour,PT08.S1(CO),C6H6(GT),PT08.S5(O3),PT08.S2(NMHC),PT08.S4(NO2),AQI_Label
20,8,2004,21,996.0,6.8,713.0,848.0,1657.0,2
20,8,2004,22,1013.0,8.3,785.0,913.0,1685.0,3
20,8,2004,23,1004.0,6.9,754.0,851.0,1632.0,2
21,8,2004,0,949.0,6.0,653.0,814.0,1563.0,2
21,8,2004,1,895.0,5.4,575.0,783.0,1502.0,2
21,8,2004,2,863.0,3.9,537.0,707.0,1407.0,1
21,8,2004,3,786.0,2.0,413.0,587.0,1300.0,1
21,8,2004,4,792.0,2.2,417.0,597.0,1320.0,1
21,8,2004,5,816.0,3.0,486.0,653.0,1332.0,1
21,8,2004,6,826.0,3.5,532.0,682.0,1342.0,1
21,8,2004,7,826.0,3.8,542.0,698.0,1331.0,1
21,8,2004,8,809.0,3.2,459.0,664.0,1323.0,1
21,8,2004,9,809.0,2.6,415.0,624.0,1309.0,1
21,8,2004,10,853.0,3.5,457.0,681.0,1368.0,1
21,8,2004,11,814.0,3.1,429.0,657.0,1332.0,1
21,8,2004,12,807.0,3.1,428.0,658.0,1328.0,1
21,8,2004,13,811.0,3.0,423.0,653.0,1336.0,1
21,8,2004,14,796.0,2.2,410.0,601.0,1314.0,1
21,8,2004,15,833.0,3.0,437.0,649.0,1354.0,1
21,8,2004,16,856.0,3.5,520.0,684.0,1368.0,1
21,8,2004,17,830.0,3.7,461.0,696.0,1328.0,1
21,8,2004,18,883.0,5.4,571.0,782.0,1395.0,1
21,8,2004,19,965.0,8.9,866.0,936.0,1535.0,2
21,8,2004,20,931.0,7.8,841.0,890.0,1474.0,2
21,8,2004,21,885.0,5.6,706.0,791.0,1425.0,1
21,8,2004,22,900.0,5.2,703.0,773.0,1426.0,1
21,8,2004,23,904.0,6.7,775.0,845.0,1483.0,2
22,8,2004,0,944.0,8.0,830.0,900.0,1549.0,2
22,8,2004,1,907.0,6.4,808.0,832.0,1492.0,2
22,8,2004,2,886.0,5.2,815.0,774.0,1486.0,2
22,8,2004,3,882.0,5.1,897.0,767.0,1492.0,2
22,8,2004,4,843.0,4.0,836.0,713.0,1426.0,1
22,8,2004,5,825.0,3.7,774.0,694.0,1415.0,1
22,8,2004,6,791.0,2.8,698.0,638.0,1389.0,1
22,8,2004,7,856.0,4.5,800.0,735.0,1455.0,1
22,8,2004,8,861.0,4.7,771.0,746.0,1448.0,1
22,8,2004,9,924.0,6.0,798.0,814.0,1519.0,2
22,8,2004,10,941.0,5.8,755.0,805.0,1512.0,2
22,8,2004,11,879.0,5.2,657.0,775.0,1407.0,1
22,8,2004,12,816.0,4.6,537.0,742.0,1305.0,1
22,8,2004,13,715.0,2.1,390.0,589.0,1127.0,0
22,8,2004,14,717.0,1.8,368.0,570.0,1110.0,0
22,8,2004,15,711.0,2.8,391.0,640.0,1084.0,0
22,8,2004,16,731.0,3.6,413.0,686.0,1104.0,0
22,8,2004,17,752.0,4.0,435.0,713.0,1144.0,0
22,8,2004,18,879.0,5.3,535.0,779.0,1347.0,1
22,8,2004,19,922.0,7.4,663.0,874.0,1447.0,1
22,8,2004,20,958.0,8.0,830.0,900.0,1493.0,2
22,8,2004,21,949.0,7.4,911.0,876.0,1500.0,2
22,8,2004,22,922.0,6.1,848.0,818.0,1454.0,1
22,8,2004,23,902.0,5.5,799.0,790.0,1428.0,1
23,8,2004,0,932.0,6.2,921.0,820.0,1462.0,2
23,8,2004,1,870.0,4.4,762.0,733.0,1392.0,1
23,8,2004,2,812.0,3.4,661.0,675.0,1348.0,1
23,8,2004,3,773.0,2.4,597.0,613.0,1321.0,1
23,8,2004,4,769.0,2.0,616.0,582.0,1306.0,1
23,8,2004,5,763.0,2.0,596.0,583.0,1288.0,1
23,8,2004,6,809.0,3.8,649.0,701.0,1384.0,1
23,8,2004,7,893.0,7.6,792.0,881.0,1486.0,2
23,8,2004,8,1028.0,14.9,1080.0,1146.0,1766.0,3
23,8,2004,9,1011.0,12.0,1087.0,1051.0,1659.0,2
23,8,2004,10,994.0,9.2,983.0,947.0,1572.0,2
23,8,2004,11,937.0,8.2,826.0,908.0,1466.0,2
23,8,2004,12,902.0,5.9,632.0,808.0,1408.0,1
23,8,2004,13,860.0,4.7,532.0,748.0,1344.0,1
23,8,2004,14,843.0,4.1,496.0,716.0,1305.0,1
23,8,2004,15,872.0,4.9,513.0,760.0,1314.0,1
23,8,2004,16,857.0,5.2,512.0,775.0,1258.0,1
23,8,2004,17,922.0,7.5,615.0,878.0,1363.0,1
23,8,2004,18,951.0,7.4,600.0,875.0,1406.0,1
23,8,2004,19,962.0,7.8,634.0,891.0,1442.0,1
23,8,2004,20,957.0,8.6,830.0,926.0,1480.0,2
23,8,2004,21,928.0,6.5,871.0,837.0,1410.0,1
23,8,2004,22,895.0,6.8,787.0,846.0,1371.0,1
23,8,2004,23,902.0,5.7,841.0,797.0,1355.0,1
24,8,2004,0,904.0,5.8,862.0,801.0,1400.0,1
24,8,2004,1,919.0,5.7,881.0,799.0,1409.0,1
24,8,2004,2,812.0,3.2,709.0,663.0,1265.0,1
24,8,2004,3,776.0,2.1,602.0,590.0,1245.0,1
24,8,2004,4,762.0,1.7,492.0,563.0,1208.0,0
24,8,2004,5,786.0,2.8,592.0,642.0,1270.0,1
24,8,2004,6,868.0,5.7,824.0,798.0,1392.0,1
24,8,2004,7,965.0,10.0,1014.0,977.0,1515.0,2
24,8,2004,8,1049.0,14.5,1208.0,1133.0,1662.0,2
24,8,2004,9,1008.0,9.9,1178.0,973.0,1509.0,2
24,8,2004,10,1008.0,11.2,1176.0,1021.0,1549.0,2
24,8,2004,11,973.0,8.3,891.0,911.0,1441.0,1
24,8,2004,12,964.0,9.5,731.0,959.0,1438.0,1
24,8,2004,13,923.0,7.1,626.0,862.0,1363.0,1
24,8,2004,14,934.0,6.0,553.0,811.0,1343.0,1
24,8,2004,15,1036.0,9.1,770.0,943.0,1509.0,2
24,8,2004,16,1076.0,10.4,938.0,994.0,1549.0,2
24,8,2004,17,1055.0,8.7,716.0,927.0,1520.0,2
24,8,2004,18,1081.0,9.0,714.0,938.0,1568.0,2
24,8,2004,19,1072.0,6.8,702.0,850.0,1604.0,2
24,8,2004,20,1038.0,5.2,687.0,773.0,1568.0,2
24,8,2004,21,1059.0,5.7,739.0,800.0,1604.0,2
24,8,2004,22,1070.0,6.9,867.0,852.0,1639.0,2
24,8,2004,23,1093.0,7.8,927.0,893.0,1678.0,3
25,8,2004,0,1016.0,6.8,872.0,849.0,1609.0,2
25,8,2004,1,988.0,6.3,848.0,825.0,1559.0,2
25,8,2004,2,930.0,4.7,777.0,749.0,1464.0,2
25,8,2004,3,815.0,2.0,513.0,584.0,1363.0,1
25,8,2004,4,884.0,3.6,651.0,686.0,1439.0,1
25,8,2004,5,913.0,4.4,774.0,730.0,1493.0,2
25,8,2004,6,994.0,6.4,982.0,829.0,1581.0,2
25,8,2004,7,1173.0,11.9,1175.0,1047.0,1815.0,3
25,8,2004,8,1314.0,21.0,1390.0,1325.0,2143.0,4
25,8,2004,9,1252.0,15.6,1352.0,1168.0,1938.0,4
25,8,2004,10,1151.0,12.1,1152.0,1053.0,1835.0,3
25,8,2004,11,1122.0,9.3,1022.0,951.0,1729.0,3
25,8,2004,12,1111.0,8.7,922.0,927.0,1715.0,3
25,8,2004,13,1058.0,7.9,825.0,894.0,1648.0,2
25,8,2004,14,972.0,6.2,630.0,820.0,1535.0,2
25,8,2004,15,985.0,6.3,621.0,826.0,1544.0,2
25,8,2004,16,1004.0,6.0,602.0,814.0,1520.0,2
25,8,2004,17,1030.0,7.9,668.0,897.0,1592.0,2
25,8,2004,18,965.0,5.8,564.0,802.0,1504.0,2
25,8,2004,19,987.0,6.3,581.0,824.0,1541.0,2
25,8,2004,20,923.0,6.0,604.0,811.0,1434.0,1
25,8,2004,21,872.0,6.3,590.0,824.0,1346.0,1
25,8,2004,22,939.0,6.8,650.0,849.0,1479.0,2
25,8,2004,23,954.0,7.0,745.0,855.0,1474.0,2
26,8,2004,0,969.0,7.0,821.0,857.0,1485.0,2
26,8,2004,1,882.0,5.0,656.0,763.0,1388.0,1
26,8,2004,2,805.0,2.8,520.0,637.0,1276.0,1
26,8,2004,3,790.0,2.1,493.0,590.0,1257.0,1
26,8,2004,4,779.0,1.7,487.0,560.0,1231.0,0
26,8,2004,5,842.0,2.8,595.0,640.0,1293.0,1
26,8,2004,6,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,7,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,8,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,9,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,10,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,11,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,12,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,13,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,14,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,15,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,16,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,17,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,18,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,19,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,20,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,21,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,22,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
26,8,2004,23,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,0,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,1,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,2,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,3,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,4,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,5,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,6,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,7,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,8,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,9,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,10,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,11,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,12,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,13,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,14,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,15,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,16,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,17,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,18,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,19,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,20,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,21,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,22,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
27,8,2004,23,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
28,8,2004,0,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
28,8,2004,1,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
28,8,2004,2,1099.8331664998332,10.083105327549772,1022.9061283505728,939.1533755978201,1456.2645979312647,2
28,8,2004,3,835.0,3.8,796.0,699.0,1361.0,1
28,8,2004,4,792.0,2.5,714.0,621.0,1322.0,1
28,8,2004,5,749.0,1.7,584.0,559.0,1255.0,1
28,8,2004,6,803.0,3.4,676.0,676.0,1303.0,1
28,8,2004,7,818.0,4.3,685.0,726.0,1330.0,1
28,8,2004,8,932.0,7.1,894.0,861.0,1483.0,2
28,8,2004,9,977.0,8.3,977.0,913.0,1512.0,2
28,8,2004,10,1011.0,9.1,1034.0,945.0,1570.0,2
28,8,2004,11,975.0,7.7,737.0,887.0,1478.0,2
28,8,2004,12,958.0,7.2,660.0,867.0,1468.0,2
28,8,2004,13,903.0,5.8,581.0,805.0,1361.0,1
28,8,2004,14,854.0,3.5,456.0,684.0,1294.0,1
28,8,2004,15,890.0,4.7,483.0,749.0,1332.0,1
28,8,2004,16,962.0,6.7,575.0,845.0,1379.0,1
28,8,2004,17,1028.0,8.9,707.0,934.0,1481.0,2
28,8,2004,18,1031.0,8.0,628.0,901.0,1502.0,2
28,8,2004,19,1087.0,9.0,747.0,938.0,1613.0,2
28,8,2004,20,1029.0,7.1,733.0,862.0,1539.0,2
28,8,2004,21,1070.0,8.8,847.0,932.0,1648.0,2
28,8,2004,22,1059.0,8.4,895.0,914.0,1617.0,2
28,8,2004,23,1125.0,9.3,995.0,952.0,1690.0,3
29,8,2004,0,1062.0,6.4,846.0,829.0,1592.0,2
29,8,2004,1,1049.0,6.9,882.0,853.0,1605.0,2
29,8,2004,2,999.0,7.3,909.0,871.0,1580.0,2
29,8,2004,3,947.0,5.9,851.0,808.0,1537.0,2
29,8,2004,4,904.0,4.8,766.0,753.0,1529.0,2
29,8,2004,5,894.0,3.5,765.0,681.0,1476.0,2
29,8,2004,6,875.0,3.0,752.0,654.0,1463.0,2
29,8,2004,7,870.0,2.8,716.0,637.0,1445.0,1
29,8,2004,8,952.0,4.8,825.0,756.0,1518.0,2
29,8,2004,9,949.0,3.9,691.0,705.0,1460.0,2
29,8,2004,10,1028.0,6.9,761.0,854.0,1561.0,2
29,8,2004,11,1003.0,6.8,710.0,849.0,1511.0,2
29,8,2004,12,934.0,5.0,567.0,763.0,1435.0,1
29,8,2004,13,872.0,4.0,493.0,710.0,1377.0,1
29,8,2004,14,852.0,3.5,477.0,684.0,1343.0,1
29,8,2004,15,881.0,4.1,502.0,715.0,1352.0,1
29,8,2004,16,942.0,5.4,568.0,783.0,1397.0,1
29,8,2004,17,1038.0,8.6,714.0,925.0,1534.0,2
29,8,2004,18,1042.0,8.8,717.0,932.0,1530.0,2
29,8,2004,19,1181.0,13.7,935.0,1107.0,1807.0,3
29,8,2004,20,1116.0,11.8,954.0,1044.0,1694.0,3
29,8,2004,21,1062.0,8.6,839.0,923.0,1602.0,2
29,8,2004,22,1085.0,9.2,880.0,948.0,1635.0,2
29,8,2004,23,1161.0,12.2,1026.0,1057.0,1764.0,3
30,8,2004,0,1053.0,7.8,898.0,891.0,1589.0,2
30,8,2004,1,956.0,4.5,717.0,740.0,1474.0,2
30,8,2004,2,859.0,2.9,607.0,646.0,1376.0,1
30,8,2004,3,813.0,1.8,501.0,566.0,1328.0,1
30,8,2004,4,815.0,1.7,541.0,565.0,1350.0,1
30,8,2004,5,902.0,3.9,708.0,706.0,1463.0,2
30,8,2004,6,1017.0,7.6,884.0,885.0,1609.0,2
30,8,2004,7,1336.0,23.3,1357.0,1385.0,2133.0,4
30,8,2004,8,1393.0,30.7,1562.0,1567.0,2381.0,4
30,8,2004,9,1271.0,20.4,1411.0,1308.0,2007.0,4
30,8,2004,10,1169.0,13.7,1175.0,1107.0,1818.0,3
30,8,2004,11,1143.0,11.8,1079.0,1043.0,1747.0,3
30,8,2004,12,1084.0,10.1,923.0,980.0,1653.0,2
30,8,2004,13,1051.0,9.3,748.0,950.0,1644.0,2
30,8,2004,14,1020.0,7.6,635.0,882.0,1553.0,2
30,8,2004,15,1111.0,13.1,884.0,1088.0,1719.0,3
30,8,2004,16,1125.0,12.2,929.0,1056.0,1716.0,3
30,8,2004,17,1099.0,11.9,779.0,1048.0,1711.0,3
30,8,2004,18,1132.0,14.1,906.0,1121.0,1757.0,3
30,8,2004,19,1077.0,11.3,772.0,1025.0,1677.0,3
30,8,2004,20,1076.0,10.3,883.0,988.0,1649.0,2
30,8,2004,21,1070.0,10.8,963.0,1008.0,1649.0,2
30,8,2004,22,1052.0,9.4,987.0,956.0,1581.0,2
30,8,2004,23,988.0,7.1,893.0,862.0,1539.0,2
31,8,2004,0,926.0,5.1,801.0,769.0,1467.0,2
31,8,2004,1,925.0,4.7,739.0,749.0,1482.0,2
31,8,2004,2,869.0,2.9,644.0,648.0,1401.0,1
31,8,2004,3,832.0,2.1,558.0,593.0,1347.0,1
31,8,2004,4,854.0,2.9,602.0,645.0,1399.0,1
31,8,2004,5,913.0,4.3,737.0,726.0,1487.0,2
31,8,2004,6,976.0,6.6,885.0,840.0,1555.0,2
31,8,2004,7,1309.0,21.0,1360.0,1323.0,2098.0,4
31,8,2004,8,1333.0,26.2,1455.0,1460.0,2231.0,4
31,8,2004,9,1209.0,16.1,1255.0,1182.0,1911.0,4
31,8,2004,10,1180.0,15.3,1202.0,1157.0,1874.0,3
31,8,2004,11,1204.0,16.5,1250.0,1196.0,1884.0,3
31,8,2004,12,1143.0,14.1,1103.0,1119.0,1770.0,3
31,8,2004,13,1120.0,12.2,1049.0,1058.0,1716.0,3
31,8,2004,14,1030.0,8.9,791.0,935.0,1583.0,2
31,8,2004,15,1058.0,11.0,832.0,1016.0,1625.0,2
31,8,2004,16,1040.0,7.6,635.0,882.0,1560.0,2
31,8,2004,17,1093.0,10.1,733.0,981.0,1676.0,3
31,8,2004,18,1184.0,14.1,912.0,1119.0,1806.0,3
31,8,2004,19,1180.0,14.1,947.0,1121.0,1816.0,3
31,8,2004,20,1079.0,10.3,899.0,988.0,1694.0,3
31,8,2004,21,1095.0,11.5,984.0,1032.0,1730.0,3
31,8,2004,22,1073.0,10.9,955.0,1009.0,1655.0,2
31,8,2004,23,1063.0,10.4,966.0,991.0,1672.0,3
1,9,2004,0,1046.0,9.5,899.0,960.0,1637.0,2
1,9,2004,1,953.0,7.0,780.0,858.0,1544.0,2
1,9,2004,2,864.0,3.3,636.0,673.0,1412.0,1
1,9,2004,3,829.0,2.6,577.0,628.0,1378.0,1
1,9,2004,4,838.0,2.8,596.0,639.0,1391.0,1
1,9,2004,5,913.0,4.3,887.0,728.0,1418.0,1
1,9,2004,6,1039.0,8.5,1115.0,921.0,1556.0,2
1,9,2004,7,1252.0,20.9,1374.0,1320.0,2001.0,4
1,9,2004,8,1410.0,35.2,1644.0,1669.0,2555.0,4
1,9,2004,9,1217.0,18.7,1375.0,1261.0,1941.0,4
1,9,2004,10,1114.0,12.8,1199.0,1077.0,1705.0,3
1,9,2004,11,1026.0,11.2,992.0,1020.0,1603.0,2
1,9,2004,12,1051.0,13.3,966.0,1094.0,1675.0,3
1,9,2004,13,1027.0,11.3,814.0,1024.0,1588.0,2
1,9,2004,14,996.0,10.4,727.0,992.0,1580.0,2
1,9,2004,15,1028.0,12.3,806.0,1060.0,1601.0,2
1,9,2004,16,1030.0,12.3,852.0,1060.0,1588.0,2
1,9,2004,17,1133.0,19.4,1093.0,1280.0,1791.0,3
1,9,2004,18,1180.0,21.5,1211.0,1339.0,1868.0,3
1,9,2004,19,1261.0,25.7,1346.0,1446.0,2061.0,4
1,9,2004,20,1093.0,14.5,1200.0,1133.0,1708.0,3
1,9,2004,21,1068.0,11.4,1192.0,1029.0,1612.0,2
1,9,2004,22,1031.0,9.5,1074.0,958.0,1560.0,2
1,9,2004,23,1055.0,11.6,1161.0,1037.0,1632.0,2
2,9,2004,0,1060.0,11.4,1210.0,1029.0,1663.0,2
2,9,2004,1,962.0,7.5,1050.0,880.0,1484.0,2
2,9,2004,2,874.0,5.3,873.0,776.0,1416.0,1
2,9,2004,3,832.0,3.1,766.0,661.0,1312.0,1
2,9,2004,4,834.0,4.0,835.0,709.0,1348.0,1
2,9,2004,5,865.0,4.6,901.0,745.0,1394.0,1
2,9,2004,6,903.0,5.8,853.0,803.0,1471.0,2
2,9,2004,7,1236.0,20.0,1321.0,1297.0,1997.0,4
2,9,2004,8,1464.0,30.0,1738.0,1552.0,2366.0,4
2,9,2004,9,1258.0,18.7,1603.0,1261.0,1940.0,4
2,9,2004,10,1203.0,15.8,1426.0,1174.0,1824.0,3
2,9,2004,11,1156.0,14.3,1295.0,1127.0,1767.0,3
2,9,2004,12,1106.0,14.4,1093.0,1130.0,1726.0,3
2,9,2004,13,1008.0,11.6,803.0,1037.0,1587.0,2
2,9,2004,14,1011.0,11.1,738.0,1017.0,1569.0,2
2,9,2004,15,1049.0,13.5,870.0,1100.0,1635.0,2
2,9,2004,16,1053.0,13.7,873.0,1108.0,1570.0,2
2,9,2004,17,1088.0,15.3,889.0,1159.0,1626.0,2
2,9,2004,18,1248.0,26.0,1599.0,1454.0,1917.0,4
2,9,2004,19,1374.0,28.6,1704.0,1517.0,2069.0,4
2,9,2004,20,1213.0,17.0,1424.0,1210.0,1809.0,3
2,9,2004,21,1108.0,12.0,1199.0,1051.0,1616.0,2
2,9,2004,22,1071.0,10.1,1099.0,982.0,1557.0,2
2,9,2004,23,1044.0,9.7,1133.0,967.0,1540.0,2
3,9,2004,0,1045.0,9.6,1140.0,964.0,1554.0,2
3,9,2004,1,1004.0,8.5,1092.0,921.0,1495.0,2
3,9,2004,2,944.0,5.7,1021.0,796.0,1407.0,2
3,9,2004,3,868.0,3.1,764.0,657.0,1356.0,1
3,9,2004,4,850.0,2.7,803.0,632.0,1316.0,1
3,9,2004,5,873.0,3.3,744.0,668.0,1354.0,1
3,9,2004,6,905.0,5.1,818.0,766.0,1438.0,1
3,9,2004,7,1249.0,18.0,1285.0,1239.0,1953.0,4
3,9,2004,8,1488.0,34.5,1782.0,1653.0,2537.0,4
3,9,2004,9,1300.0,20.0,1639.0,1296.0,1989.0,4
3,9,2004,10,1311.0,18.9,1662.0,1267.0,1941.0,4
3,9,2004,11,1232.0,17.0,1478.0,1210.0,1832.0,3
3,9,2004,12,1113.0,13.4,1050.0,1096.0,1636.0,2
3,9,2004,13,1048.0,11.2,846.0,1021.0,1570.0,2
3,9,2004,14,1054.0,11.6,830.0,1036.0,1585.0,2
3,9,2004,15,1104.0,13.5,1480.0,1102.0,1609.0,3
3,9,2004,16,1130.0,13.9,1127.0,1113.0,1623.0,2
3,9,2004,17,1229.0,21.9,1445.0,1348.0,1830.0,3
3,9,2004,18,1347.0,23.2,1543.0,1382.0,1961.0,4
3,9,2004,19,1424.0,24.5,1674.0,1417.0,2092.0,4
3,9,2004,20,1305.0,16.3,1524.0,1188.0,1843.0,3
3,9,2004,21,1180.0,13.1,1339.0,1088.0,1662.0,3
3,9,2004,22,1029.0,8.1,992.0,904.0,1460.0,2
3,9,2004,23,1080.0,8.1,1048.0,902.0,1516.0,2
4,9,2004,0,1197.0,11.4,1362.0,1029.0,1628.0,3
4,9,2004,1,1006.0,6.7,978.0,845.0,1430.0,1
4,9,2004,2,987.0,6.2,935.0,820.0,1400.0,1
4,9,2004,3,958.0,4.5,906.0,735.0,1409.0,1
4,9,2004,4,962.0,4.7,913.0,747.0,1431.0,1
4,9,2004,5,958.0,4.6,903.0,744.0,1419.0,1
4,9,2004,6,976.0,5.3,898.0,780.0,1467.0,2
4,9,2004,7,1088.0,9.1,1165.0,945.0,1613.0,2
4,9,2004,8,1159.0,11.0,1260.0,1016.0,1681.0,3
4,9,2004,9,1156.0,10.3,1250.0,988.0,1634.0,2
4,9,2004,10,1202.0,11.2,1226.0,1021.0,1644.0,2
4,9,2004,11,1226.0,12.9,1188.0,1080.0,1697.0,3
4,9,2004,12,1181.0,13.2,1072.0,1091.0,1637.0,2
4,9,2004,13,1062.0,9.8,782.0,969.0,1459.0,2
4,9,2004,14,1013.0,7.9,594.0,897.0,1351.0,1
4,9,2004,15,1029.0,8.3,607.0,913.0,1373.0,1
4,9,2004,16,1144.0,11.9,879.0,1046.0,1564.0,2
4,9,2004,17,1159.0,12.3,945.0,1059.0,1580.0,2
4,9,2004,18,1113.0,10.0,946.0,978.0,1538.0,2
4,9,2004,19,1100.0,9.1,882.0,944.0,1524.0,2
4,9,2004,20,1037.0,7.8,735.0,890.0,1408.0,1
4,9,2004,21,1055.0,10.3,874.0,988.0,1490.0,2
4,9,2004,22,980.0,8.0,731.0,901.0,1369.0,1
4,9,2004,23,1083.0,13.3,926.0,1094.0,1537.0,2
5,9,2004,0,1399.0,30.3,1652.0,1558.0,2052.0,4
5,9,2004,1,1194.0,18.5,1452.0,1255.0,1694.0,3
5,9,2004,2,970.0,7.3,943.0,870.0,1376.0,1
5,9,2004,3,898.0,4.2,594.0,721.0,1264.0,1
5,9,2004,4,929.0,5.1,607.0,769.0,1335.0,1
5,9,2004,5,913.0,4.4,646.0,734.0,1338.0,1
5,9,2004,6,854.0,2.2,542.0,600.0,1252.0,1
5,9,2004,7,881.0,2.9,550.0,647.0,1250.0,1
5,9,2004,8,867.0,2.5,488.0,618.0,1231.0,0
5,9,2004,9,885.0,2.8,484.0,638.0,1248.0,1
5,9,2004,10,899.0,3.0,481.0,654.0,1254.0,1
5,9,2004,11,886.0,2.7,453.0,633.0,1214.0,0
5,9,2004,12,864.0,3.0,443.0,651.0,1193.0,0
5,9,2004,13,822.0,2.4,403.0,611.0,1138.0,0
5,9,2004,14,810.0,2.2,361.0,597.0,1106.0,0
5,9,2004,15,784.0,1.9,342.0,576.0,1060.0,0
5,9,2004,16,823.0,2.7,366.0,633.0,1103.0,0
5,9,2004,17,863.0,3.4,434.0,678.0,1139.0,0
5,9,2004,18,880.0,4.3,514.0,728.0,1167.0,0
5,9,2004,19,951.0,7.0,718.0,859.0,1267.0,1
5,9,2004,20,942.0,5.5,705.0,786.0,1245.0,1
5,9,2004,21,988.0,7.0,799.0,859.0,1341.0,1
5,9,2004,22,1008.0,6.7,856.0,845.0,1349.0,1
5,9,2004,23,965.0,5.1,667.0,769.0,1315.0,1
6,9,2004,0,957.0,4.1,579.0,717.0,1322.0,1
6,9,2004,1,921.0,3.2,480.0,666.0,1288.0,1
6,9,2004,2,854.0,1.7,400.0,562.0,1224.0,0
6,9,2004,3,826.0,1.0,385.0,504.0,1204.0,0
6,9,2004,4,828.0,1.0,385.0,501.0,1189.0,0
6,9,2004,5,892.0,1.9,516.0,580.0,1271.0,1
6,9,2004,6,954.0,3.1,728.0,660.0,1342.0,1
