id,NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),AH,Year,Month,Day,DayOfWeek,Hour,result
4281,0.0,7.3,0.0,0.0,1.1155,2004.0,9.0,5.0,6.0,2,1
4282,0.0,4.2,0.0,0.0,1.1762,2004.0,9.0,5.0,6.0,3,0
4283,0.0,5.1,0.0,0.0,1.1919,2004.0,9.0,5.0,6.0,4,1
4284,0.0,4.4,0.0,0.0,1.2131,2004.0,9.0,5.0,6.0,5,0
4285,0.0,2.2,0.0,0.0,1.2352,2004.0,9.0,5.0,6.0,6,0
4286,0.0,2.9,0.0,0.0,1.2296,2004.0,9.0,5.0,6.0,7,0
4287,0.0,2.5,0.0,0.0,1.2089,2004.0,9.0,5.0,6.0,8,0
4288,0.0,2.8,0.0,0.0,1.2296,2004.0,9.0,5.0,6.0,9,0
4289,0.0,3.0,0.0,0.0,1.2477,2004.0,9.0,5.0,6.0,10,0
4290,0.0,2.7,0.0,0.0,1.1583,2004.0,9.0,5.0,6.0,11,0
4291,0.0,3.0,0.0,0.0,1.0369,2004.0,9.0,5.0,6.0,12,0
4292,0.0,2.4,0.0,0.0,0.9533,2004.0,9.0,5.0,6.0,13,0
4293,0.0,2.2,0.0,0.0,0.9699,2004.0,9.0,5.0,6.0,14,0
4294,0.0,1.9,0.0,0.0,0.8467,2004.0,9.0,5.0,6.0,15,0
4295,0.0,2.7,0.0,0.0,0.8683,2004.0,9.0,5.0,6.0,16,0
4296,0.0,3.4,0.0,0.0,0.8622,2004.0,9.0,5.0,6.0,17,0
4297,0.0,4.3,0.0,0.0,0.8243,2004.0,9.0,5.0,6.0,18,1
4298,0.0,7.0,0.0,0.0,0.8162,2004.0,9.0,5.0,6.0,19,1
4299,0.0,5.5,0.0,0.0,0.9002,2004.0,9.0,5.0,6.0,20,1
4300,0.0,7.0,0.0,0.0,0.9524,2004.0,9.0,5.0,6.0,21,1
4301,0.0,6.7,0.0,0.0,0.9959,2004.0,9.0,5.0,6.0,22,1
4302,0.0,5.1,0.0,0.0,1.0826,2004.0,9.0,5.0,6.0,23,1
4303,0.0,4.1,0.0,0.0,1.1764,2004.0,9.0,6.0,0.0,0,1
4304,0.0,3.2,0.0,0.0,1.2378,2004.0,9.0,6.0,0.0,1,0
4305,0.0,1.7,0.0,0.0,1.2906,2004.0,9.0,6.0,0.0,2,0
4306,0.0,1.0,0.0,0.0,1.3404,2004.0,9.0,6.0,0.0,3,0
4308,0.0,1.9,0.0,0.0,1.3991,2004.0,9.0,6.0,0.0,5,0
4309,0.0,3.1,0.0,0.0,1.4195,2004.0,9.0,6.0,0.0,6,0
4310,0.0,7.8,0.0,0.0,1.4247,2004.0,9.0,6.0,0.0,7,1
4311,0.0,8.5,0.0,0.0,1.365,2004.0,9.0,6.0,0.0,8,1
4312,0.0,8.0,0.0,0.0,1.2932,2004.0,9.0,6.0,0.0,9,1
4313,0.0,5.7,0.0,0.0,1.2464,2004.0,9.0,6.0,0.0,10,1
4314,0.0,6.6,0.0,0.0,1.1586,2004.0,9.0,6.0,0.0,11,1
4315,0.0,5.3,0.0,0.0,1.1423,2004.0,9.0,6.0,0.0,12,1
4316,0.0,6.0,0.0,0.0,1.1434,2004.0,9.0,6.0,0.0,13,1
4317,0.0,5.4,0.0,0.0,1.1558,2004.0,9.0,6.0,0.0,14,1
4318,0.0,6.1,0.0,0.0,1.1217,2004.0,9.0,6.0,0.0,15,1
4319,0.0,6.7,0.0,0.0,1.1406,2004.0,9.0,6.0,0.0,16,1
4320,0.0,11.7,0.0,0.0,1.1229,2004.0,9.0,6.0,0.0,17,2
4321,0.0,13.5,0.0,0.0,1.1278,2004.0,9.0,6.0,0.0,18,2
4322,0.0,13.5,0.0,0.0,1.1226,2004.0,9.0,6.0,0.0,19,2
4323,0.0,8.5,0.0,0.0,1.1723,2004.0,9.0,6.0,0.0,20,1
4324,0.0,5.5,0.0,0.0,1.16,2004.0,9.0,6.0,0.0,21,1
4325,0.0,5.8,0.0,0.0,1.1255,2004.0,9.0,6.0,0.0,22,1
4326,0.0,4.8,0.0,0.0,1.1614,2004.0,9.0,6.0,0.0,23,1
4327,0.0,5.2,0.0,0.0,1.2362,2004.0,9.0,7.0,1.0,0,1
4328,0.0,3.0,0.0,0.0,1.3057,2004.0,9.0,7.0,1.0,1,0
4329,0.0,2.7,0.0,0.0,1.2876,2004.0,9.0,7.0,1.0,2,0
4330,0.0,3.6,0.0,0.0,1.2522,2004.0,9.0,7.0,1.0,3,0
4331,0.0,4.4,0.0,0.0,1.2593,2004.0,9.0,7.0,1.0,4,0
4332,0.0,4.0,0.0,0.0,1.2861,2004.0,9.0,7.0,1.0,5,0
4333,0.0,7.7,169.0,64.0,1.3122,2004.0,9.0,7.0,1.0,6,1
4334,0.0,13.9,231.0,72.0,1.3376,2004.0,9.0,7.0,1.0,7,2
4335,0.0,22.0,232.0,73.0,1.3688,2004.0,9.0,7.0,1.0,8,2
4336,0.0,10.2,145.0,64.0,1.3669,2004.0,9.0,7.0,1.0,9,2
4337,0.0,10.4,170.0,74.0,1.2885,2004.0,9.0,7.0,1.0,10,2
4338,0.0,8.0,214.0,89.0,1.1638,2004.0,9.0,7.0,1.0,11,1
4339,0.0,10.1,0.0,0.0,1.0173,2004.0,9.0,7.0,1.0,12,2
4340,0.0,10.7,0.0,0.0,0.9428,2004.0,9.0,7.0,1.0,13,2
4341,0.0,7.9,0.0,0.0,0.9768,2004.0,9.0,7.0,1.0,14,1
4342,0.0,7.1,0.0,0.0,0.9562,2004.0,9.0,7.0,1.0,15,1
4343,0.0,9.0,0.0,0.0,0.9279,2004.0,9.0,7.0,1.0,16,1
4344,0.0,11.2,0.0,0.0,0.9336,2004.0,9.0,7.0,1.0,17,2
4345,0.0,16.0,0.0,0.0,0.9337,2004.0,9.0,7.0,1.0,18,2
4346,0.0,19.9,0.0,0.0,0.9933,2004.0,9.0,7.0,1.0,19,2
4347,0.0,15.3,0.0,0.0,1.1112,2004.0,9.0,7.0,1.0,20,2
4348,0.0,11.1,0.0,0.0,1.1453,2004.0,9.0,7.0,1.0,21,2
4368,0.0,0.0,0.0,0.0,0.0,2004.0,9.0,8.0,2.0,17,2
4369,0.0,18.9,477.0,188.0,0.9484,2004.0,9.0,8.0,2.0,18,2
4370,0.0,24.1,502.0,176.0,0.9235,2004.0,9.0,8.0,2.0,19,2
4371,0.0,18.1,420.0,163.0,0.936,2004.0,9.0,8.0,2.0,20,2
4372,0.0,15.8,344.0,155.0,1.0019,2004.0,9.0,8.0,2.0,21,2
4373,0.0,14.6,307.0,146.0,1.0131,2004.0,9.0,8.0,2.0,22,2
4374,0.0,10.6,251.0,131.0,0.9722,2004.0,9.0,8.0,2.0,23,1
4375,0.0,7.5,180.0,119.0,0.8775,2004.0,9.0,9.0,3.0,0,1
4376,0.0,7.4,141.0,98.0,0.8558,2004.0,9.0,9.0,3.0,1,1
4377,0.0,3.8,105.0,89.0,0.8959,2004.0,9.0,9.0,3.0,2,0
4378,0.0,2.3,0.0,0.0,0.9184,2004.0,9.0,9.0,3.0,3,0
4379,0.0,2.3,74.0,68.0,0.8982,2004.0,9.0,9.0,3.0,4,0
4380,0.0,2.7,91.0,65.0,0.8545,2004.0,9.0,9.0,3.0,5,0
4381,0.0,4.9,143.0,81.0,0.8342,2004.0,9.0,9.0,3.0,6,0
4382,0.0,18.2,553.0,136.0,0.8501,2004.0,9.0,9.0,3.0,7,2
4383,0.0,21.4,542.0,130.0,0.8736,2004.0,9.0,9.0,3.0,8,2
4384,0.0,21.3,590.0,157.0,0.9025,2004.0,9.0,9.0,3.0,9,2
4385,0.0,19.9,590.0,171.0,0.9708,2004.0,9.0,9.0,3.0,10,2
4386,0.0,14.8,387.0,143.0,1.0189,2004.0,9.0,9.0,3.0,11,2
4387,0.0,12.6,252.0,116.0,0.9297,2004.0,9.0,9.0,3.0,12,1
4388,0.0,13.0,310.0,129.0,0.9542,2004.0,9.0,9.0,3.0,13,1
4389,0.0,16.2,396.0,168.0,0.9733,2004.0,9.0,9.0,3.0,14,2
4390,0.0,15.0,329.0,152.0,0.9385,2004.0,9.0,9.0,3.0,15,2
4391,0.0,16.2,393.0,175.0,0.9221,2004.0,9.0,9.0,3.0,16,2
4392,0.0,22.7,522.0,212.0,0.9277,2004.0,9.0,9.0,3.0,17,2
4393,0.0,32.3,631.0,220.0,0.9242,2004.0,9.0,9.0,3.0,18,3
4394,0.0,22.3,435.0,175.0,1.1379,2004.0,9.0,9.0,3.0,19,2
4395,0.0,16.6,407.0,165.0,1.229,2004.0,9.0,9.0,3.0,20,2
4396,0.0,11.0,255.0,136.0,1.1392,2004.0,9.0,9.0,3.0,21,1
4397,0.0,11.3,180.0,111.0,1.133,2004.0,9.0,9.0,3.0,22,1
4398,0.0,9.3,186.0,114.0,1.1929,2004.0,9.0,9.0,3.0,23,1
4399,0.0,7.3,147.0,96.0,1.2049,2004.0,9.0,10.0,4.0,0,1
4400,0.0,5.5,101.0,75.0,1.1784,2004.0,9.0,10.0,4.0,1,0
4401,0.0,3.5,69.0,58.0,1.1289,2004.0,9.0,10.0,4.0,2,0
4402,0.0,2.8,0.0,0.0,1.1491,2004.0,9.0,10.0,4.0,3,0
4403,0.0,2.9,49.0,41.0,1.1688,2004.0,9.0,10.0,4.0,4,0
4404,0.0,3.6,91.0,55.0,1.1624,2004.0,9.0,10.0,4.0,5,0
4405,0.0,5.5,144.0,73.0,1.1631,2004.0,9.0,10.0,4.0,6,0
4406,0.0,15.5,430.0,108.0,1.1515,2004.0,9.0,10.0,4.0,7,2
4407,0.0,28.3,606.0,147.0,1.1383,2004.0,9.0,10.0,4.0,8,2
4408,0.0,17.8,519.0,150.0,1.0378,2004.0,9.0,10.0,4.0,9,2
4409,0.0,12.8,353.0,131.0,0.977,2004.0,9.0,10.0,4.0,10,1
4410,0.0,15.7,429.0,144.0,0.9234,2004.0,9.0,10.0,4.0,11,2
4411,0.0,15.4,345.0,151.0,0.9416,2004.0,9.0,10.0,4.0,12,2
4412,0.0,15.6,417.0,165.0,0.9536,2004.0,9.0,10.0,4.0,13,2
4413,0.0,12.6,276.0,135.0,0.9959,2004.0,9.0,10.0,4.0,14,1
4414,0.0,12.2,280.0,143.0,1.0029,2004.0,9.0,10.0,4.0,15,2
4415,0.0,13.4,365.0,153.0,1.0106,2004.0,9.0,10.0,4.0,16,2
4416,0.0,14.3,363.0,149.0,1.027,2004.0,9.0,10.0,4.0,17,2
4417,0.0,16.5,393.0,164.0,1.041,2004.0,9.0,10.0,4.0,18,2
4418,0.0,17.4,385.0,180.0,1.0709,2004.0,9.0,10.0,4.0,19,2
4419,0.0,12.9,307.0,159.0,1.0991,2004.0,9.0,10.0,4.0,20,2
4420,0.0,8.2,194.0,119.0,1.0991,2004.0,9.0,10.0,4.0,21,1
4421,0.0,9.2,205.0,127.0,1.1071,2004.0,9.0,10.0,4.0,22,1
4422,0.0,9.3,223.0,131.0,1.1222,2004.0,9.0,10.0,4.0,23,1
4423,0.0,10.4,176.0,101.0,1.1525,2004.0,9.0,11.0,5.0,0,1
4481,0.0,18.4,475.0,138.0,1.6963,2004.0,9.0,13.0,0.0,10,2
4482,0.0,16.3,395.0,138.0,1.7324,2004.0,9.0,13.0,0.0,11,2
4483,0.0,18.2,353.0,138.0,1.6872,2004.0,9.0,13.0,0.0,12,2
4484,0.0,17.9,397.0,137.0,1.6145,2004.0,9.0,13.0,0.0,13,2
4485,0.0,12.6,274.0,120.0,1.569,2004.0,9.0,13.0,0.0,14,2
4486,0.0,11.3,505.0,208.0,1.5361,2004.0,9.0,13.0,0.0,15,1
4487,0.0,14.9,275.0,128.0,1.4111,2004.0,9.0,13.0,0.0,16,2
4488,0.0,18.5,360.0,145.0,1.3154,2004.0,9.0,13.0,0.0,17,2
4490,0.0,35.9,597.0,168.0,1.4452,2004.0,9.0,13.0,0.0,19,3
4491,0.0,26.7,728.0,177.0,1.4949,2004.0,9.0,13.0,0.0,20,2
4492,0.0,19.9,891.0,172.0,1.5445,2004.0,9.0,13.0,0.0,21,2
4493,0.0,14.6,346.0,112.0,1.548,2004.0,9.0,13.0,0.0,22,2
4494,0.0,6.9,98.0,39.0,1.5375,2004.0,9.0,13.0,0.0,23,0
4495,0.0,5.6,144.0,68.0,1.5116,2004.0,9.0,14.0,1.0,0,0
4496,0.0,3.9,110.0,51.0,1.5092,2004.0,9.0,14.0,1.0,1,0
4536,0.0,17.3,341.0,112.0,1.8557,2004.0,9.0,15.0,2.0,17,2
4537,0.0,28.6,622.0,170.0,1.7334,2004.0,9.0,15.0,2.0,18,3
4538,0.0,31.8,615.0,173.0,1.7511,2004.0,9.0,15.0,2.0,19,3
4539,0.0,20.1,443.0,135.0,1.7276,2004.0,9.0,15.0,2.0,20,2
4540,0.0,9.2,219.0,93.0,1.7562,2004.0,9.0,15.0,2.0,21,1
4541,0.0,10.3,203.0,74.0,1.7671,2004.0,9.0,15.0,2.0,22,1
4542,0.0,8.6,165.0,69.0,1.7441,2004.0,9.0,15.0,2.0,23,1
4543,0.0,8.6,339.0,109.0,1.7366,2004.0,9.0,16.0,3.0,0,1
4544,0.0,4.8,103.0,55.0,1.7394,2004.0,9.0,16.0,3.0,1,0
4545,0.0,2.6,74.0,49.0,1.7262,2004.0,9.0,16.0,3.0,2,0
4546,0.0,4.3,0.0,0.0,1.7229,2004.0,9.0,16.0,3.0,3,0
4547,0.0,4.5,72.0,42.0,1.6668,2004.0,9.0,16.0,3.0,4,0
4548,0.0,6.6,180.0,50.0,1.6802,2004.0,9.0,16.0,3.0,5,0
4549,0.0,10.1,239.0,53.0,1.6829,2004.0,9.0,16.0,3.0,6,1
4550,0.0,23.4,664.0,86.0,1.7083,2004.0,9.0,16.0,3.0,7,2
4551,0.0,25.0,525.0,81.0,1.7198,2004.0,9.0,16.0,3.0,8,2
4552,0.0,21.6,543.0,96.0,1.7254,2004.0,9.0,16.0,3.0,9,2
4553,0.0,13.0,390.0,96.0,1.633,2004.0,9.0,16.0,3.0,10,2
4554,0.0,6.8,217.0,79.0,1.5608,2004.0,9.0,16.0,3.0,11,1
4555,0.0,10.0,248.0,95.0,1.4444,2004.0,9.0,16.0,3.0,12,1
4556,0.0,11.7,333.0,127.0,1.3281,2004.0,9.0,16.0,3.0,13,2
4557,0.0,9.8,279.0,102.0,1.3208,2004.0,9.0,16.0,3.0,14,1
4558,0.0,10.2,339.0,107.0,1.301,2004.0,9.0,16.0,3.0,15,1
4559,0.0,12.0,315.0,110.0,1.315,2004.0,9.0,16.0,3.0,16,2
4560,0.0,17.7,365.0,124.0,1.3373,2004.0,9.0,16.0,3.0,17,2
4561,0.0,18.8,338.0,113.0,1.3689,2004.0,9.0,16.0,3.0,18,2
4562,0.0,17.6,318.0,104.0,1.3787,2004.0,9.0,16.0,3.0,19,2
4563,0.0,13.8,302.0,117.0,1.3742,2004.0,9.0,16.0,3.0,20,2
4564,0.0,9.4,214.0,94.0,1.3699,2004.0,9.0,16.0,3.0,21,1
4565,0.0,9.6,0.0,0.0,1.3813,2004.0,9.0,16.0,3.0,22,1
4566,0.0,8.5,0.0,0.0,1.3925,2004.0,9.0,16.0,3.0,23,1
4567,0.0,10.7,363.0,109.0,1.3974,2004.0,9.0,17.0,4.0,0,1
4568,0.0,6.1,178.0,72.0,1.3125,2004.0,9.0,17.0,4.0,1,0
4569,0.0,3.2,55.0,40.0,1.3583,2004.0,9.0,17.0,4.0,2,0
4570,0.0,2.0,0.0,0.0,1.3694,2004.0,9.0,17.0,4.0,3,0
4571,0.0,1.2,32.0,23.0,1.4017,2004.0,9.0,17.0,4.0,4,0
4572,0.0,1.3,35.0,24.0,1.3346,2004.0,9.0,17.0,4.0,5,0
4573,0.0,2.2,84.0,41.0,1.2941,2004.0,9.0,17.0,4.0,6,0
4574,0.0,14.6,456.0,99.0,1.3043,2004.0,9.0,17.0,4.0,7,2
4575,0.0,9.7,342.0,91.0,1.3112,2004.0,9.0,17.0,4.0,8,2
4576,0.0,6.7,239.0,81.0,1.2442,2004.0,9.0,17.0,4.0,9,1
4577,0.0,7.6,337.0,95.0,1.2259,2004.0,9.0,17.0,4.0,10,1
4578,0.0,8.6,351.0,113.0,1.1884,2004.0,9.0,17.0,4.0,11,1
4579,0.0,9.0,209.0,89.0,1.1417,2004.0,9.0,17.0,4.0,12,1
4580,0.0,10.7,257.0,88.0,1.15,2004.0,9.0,17.0,4.0,13,2
4581,0.0,6.3,169.0,81.0,1.2017,2004.0,9.0,17.0,4.0,14,1
4582,0.0,9.4,216.0,82.0,1.2433,2004.0,9.0,17.0,4.0,15,1
4583,0.0,12.5,303.0,115.0,1.1937,2004.0,9.0,17.0,4.0,16,2
4584,0.0,15.2,320.0,112.0,1.23,2004.0,9.0,17.0,4.0,17,2
4585,0.0,14.8,310.0,116.0,1.2161,2004.0,9.0,17.0,4.0,18,2
4586,0.0,15.9,341.0,129.0,1.1608,2004.0,9.0,17.0,4.0,19,2
4587,0.0,10.0,272.0,110.0,1.1209,2004.0,9.0,17.0,4.0,20,2
4588,0.0,6.9,229.0,105.0,1.1271,2004.0,9.0,17.0,4.0,21,1
4589,0.0,5.5,168.0,90.0,1.1237,2004.0,9.0,17.0,4.0,22,1
4590,0.0,6.3,173.0,94.0,1.1265,2004.0,9.0,17.0,4.0,23,1
4591,0.0,6.7,186.0,96.0,1.1443,2004.0,9.0,18.0,5.0,0,1
4592,0.0,3.7,112.0,70.0,1.1528,2004.0,9.0,18.0,5.0,1,0
4593,0.0,3.2,79.0,57.0,1.098,2004.0,9.0,18.0,5.0,2,0
4594,0.0,2.4,0.0,0.0,1.1178,2004.0,9.0,18.0,5.0,3,0
4596,0.0,2.3,58.0,42.0,1.0899,2004.0,9.0,18.0,5.0,5,0
4597,0.0,3.6,122.0,71.0,1.1144,2004.0,9.0,18.0,5.0,6,0
4598,0.0,6.4,173.0,82.0,1.1724,2004.0,9.0,18.0,5.0,7,1
4599,0.0,5.0,176.0,81.0,1.197,2004.0,9.0,18.0,5.0,8,1
4600,0.0,7.9,233.0,89.0,1.1842,2004.0,9.0,18.0,5.0,9,1
4601,0.0,6.6,210.0,83.0,1.1119,2004.0,9.0,18.0,5.0,10,1
4602,0.0,5.2,178.0,82.0,1.0501,2004.0,9.0,18.0,5.0,11,1
4603,0.0,6.6,189.0,78.0,1.0272,2004.0,9.0,18.0,5.0,12,1
4604,0.0,7.6,210.0,79.0,1.0406,2004.0,9.0,18.0,5.0,13,1
4605,0.0,5.0,162.0,78.0,1.0594,2004.0,9.0,18.0,5.0,14,1
4606,0.0,5.3,137.0,73.0,1.0715,2004.0,9.0,18.0,5.0,15,1
4607,0.0,5.3,165.0,73.0,1.0648,2004.0,9.0,18.0,5.0,16,1
4608,0.0,6.5,204.0,100.0,1.0798,2004.0,9.0,18.0,5.0,17,1
4609,0.0,9.2,266.0,122.0,1.102,2004.0,9.0,18.0,5.0,18,1
4610,0.0,11.6,299.0,132.0,1.1262,2004.0,9.0,18.0,5.0,19,2
4611,0.0,9.2,234.0,116.0,1.1397,2004.0,9.0,18.0,5.0,20,1
4612,0.0,7.5,181.0,109.0,1.1588,2004.0,9.0,18.0,5.0,21,1
4613,0.0,9.0,210.0,109.0,1.1915,2004.0,9.0,18.0,5.0,22,1
4614,0.0,12.1,304.0,116.0,1.2626,2004.0,9.0,18.0,5.0,23,2
4615,0.0,10.5,255.0,104.0,1.2652,2004.0,9.0,19.0,6.0,0,2
4616,0.0,7.1,149.0,81.0,1.2742,2004.0,9.0,19.0,6.0,1,1
4617,0.0,6.2,112.0,64.0,1.2797,2004.0,9.0,19.0,6.0,2,1
4618,0.0,7.8,0.0,0.0,1.2847,2004.0,9.0,19.0,6.0,3,1
4619,0.0,3.8,90.0,54.0,1.2758,2004.0,9.0,19.0,6.0,4,0
4620,0.0,2.3,46.0,35.0,1.2603,2004.0,9.0,19.0,6.0,5,0
4621,0.0,2.9,76.0,44.0,1.2567,2004.0,9.0,19.0,6.0,6,0
4622,0.0,4.8,139.0,62.0,1.2721,2004.0,9.0,19.0,6.0,7,0
4623,0.0,7.7,179.0,68.0,1.2757,2004.0,9.0,19.0,6.0,8,1
4624,0.0,8.8,224.0,85.0,1.2678,2004.0,9.0,19.0,6.0,9,1
4625,0.0,10.6,272.0,110.0,1.2149,2004.0,9.0,19.0,6.0,10,2
4626,0.0,10.2,251.0,115.0,1.1883,2004.0,9.0,19.0,6.0,11,2
4627,0.0,11.0,250.0,129.0,1.1696,2004.0,9.0,19.0,6.0,12,2
4628,0.0,11.9,178.0,106.0,1.1628,2004.0,9.0,19.0,6.0,13,1
4629,0.0,10.8,137.0,87.0,1.1809,2004.0,9.0,19.0,6.0,14,1
4630,0.0,5.1,119.0,70.0,1.163,2004.0,9.0,19.0,6.0,15,1
4631,0.0,8.3,193.0,106.0,1.212,2004.0,9.0,19.0,6.0,16,1
4632,0.0,20.7,329.0,151.0,1.2722,2004.0,9.0,19.0,6.0,17,2
4633,0.0,16.8,413.0,179.0,1.3074,2004.0,9.0,19.0,6.0,18,2
4634,0.0,20.4,489.0,188.0,1.3756,2004.0,9.0,19.0,6.0,19,2
4635,0.0,15.3,470.0,187.0,1.423,2004.0,9.0,19.0,6.0,20,2
4636,0.0,8.8,228.0,121.0,1.4206,2004.0,9.0,19.0,6.0,21,1
4637,0.0,8.5,169.0,99.0,1.4383,2004.0,9.0,19.0,6.0,22,1
4638,0.0,8.7,189.0,100.0,1.4632,2004.0,9.0,19.0,6.0,23,1
4639,0.0,5.7,100.0,79.0,1.4666,2004.0,9.0,20.0,0.0,0,1
4640,0.0,4.0,71.0,57.0,1.4577,2004.0,9.0,20.0,0.0,1,0
4641,0.0,3.0,52.0,43.0,1.4469,2004.0,9.0,20.0,0.0,2,0
4642,0.0,2.2,0.0,0.0,1.4363,2004.0,9.0,20.0,0.0,3,0
4643,0.0,2.2,57.0,50.0,1.4269,2004.0,9.0,20.0,0.0,4,0
4644,0.0,2.7,69.0,47.0,1.4243,2004.0,9.0,20.0,0.0,5,0
4645,0.0,4.7,126.0,60.0,1.4139,2004.0,9.0,20.0,0.0,6,0
4646,0.0,21.7,376.0,91.0,1.4039,2004.0,9.0,20.0,0.0,7,2
4648,0.0,27.5,737.0,159.0,1.4156,2004.0,9.0,20.0,0.0,9,3
4649,0.0,18.1,481.0,173.0,1.4237,2004.0,9.0,20.0,0.0,10,2
4650,0.0,18.6,425.0,174.0,1.4096,2004.0,9.0,20.0,0.0,11,2
4651,0.0,17.6,330.0,165.0,1.4017,2004.0,9.0,20.0,0.0,12,2
4652,0.0,16.3,303.0,136.0,1.2744,2004.0,9.0,20.0,0.0,13,2
4653,0.0,11.8,283.0,125.0,1.2612,2004.0,9.0,20.0,0.0,14,2
4654,0.0,11.9,264.0,122.0,1.2673,2004.0,9.0,20.0,0.0,15,2
4655,0.0,15.5,280.0,124.0,1.2326,2004.0,9.0,20.0,0.0,16,2
4656,0.0,28.8,505.0,184.0,1.2081,2004.0,9.0,20.0,0.0,17,2
4657,0.0,31.1,566.0,200.0,1.2585,2004.0,9.0,20.0,0.0,18,3
4658,0.0,34.9,681.0,225.0,1.2173,2004.0,9.0,20.0,0.0,19,3
4659,0.0,19.5,448.0,168.0,1.0787,2004.0,9.0,20.0,0.0,20,2
4660,0.0,11.7,231.0,118.0,1.0377,2004.0,9.0,20.0,0.0,21,2
4661,0.0,9.9,230.0,115.0,1.1123,2004.0,9.0,20.0,0.0,22,1
4662,0.0,7.7,146.0,94.0,1.1897,2004.0,9.0,20.0,0.0,23,1
4663,0.0,4.4,77.0,62.0,1.2755,2004.0,9.0,21.0,1.0,0,0
4664,0.0,4.1,82.0,68.0,1.2643,2004.0,9.0,21.0,1.0,1,0
4665,0.0,3.1,55.0,50.0,1.3094,2004.0,9.0,21.0,1.0,2,0
4666,0.0,2.4,0.0,0.0,1.3272,2004.0,9.0,21.0,1.0,3,0
4667,0.0,2.1,42.0,36.0,1.3581,2004.0,9.0,21.0,1.0,4,0
4668,0.0,3.3,102.0,53.0,1.3582,2004.0,9.0,21.0,1.0,5,0
4669,0.0,8.1,231.0,79.0,1.3686,2004.0,9.0,21.0,1.0,6,1
4670,0.0,31.4,699.0,133.0,1.3679,2004.0,9.0,21.0,1.0,7,3
4671,0.0,41.2,738.0,148.0,1.3713,2004.0,9.0,21.0,1.0,8,3
4672,0.0,27.3,665.0,161.0,1.392,2004.0,9.0,21.0,1.0,9,3
4673,0.0,24.2,598.0,191.0,1.4512,2004.0,9.0,21.0,1.0,10,2
4674,0.0,17.0,340.0,158.0,1.4928,2004.0,9.0,21.0,1.0,11,2
4675,0.0,17.7,374.0,157.0,1.4782,2004.0,9.0,21.0,1.0,12,2
4676,0.0,19.3,401.0,188.0,1.4718,2004.0,9.0,21.0,1.0,13,2
4677,0.0,12.7,275.0,143.0,1.5116,2004.0,9.0,21.0,1.0,14,2
4678,0.0,14.6,278.0,152.0,1.5015,2004.0,9.0,21.0,1.0,15,2
4679,0.0,17.8,342.0,168.0,1.431,2004.0,9.0,21.0,1.0,16,2
4680,0.0,26.6,479.0,205.0,1.3987,2004.0,9.0,21.0,1.0,17,2
4681,0.0,30.3,553.0,204.0,1.4282,2004.0,9.0,21.0,1.0,18,3
4682,0.0,28.7,531.0,210.0,1.4618,2004.0,9.0,21.0,1.0,19,3
4683,0.0,20.0,428.0,173.0,1.5092,2004.0,9.0,21.0,1.0,20,2
4684,0.0,11.9,229.0,123.0,1.5374,2004.0,9.0,21.0,1.0,21,2
4685,0.0,8.1,145.0,92.0,1.548,2004.0,9.0,21.0,1.0,22,1
4686,0.0,7.7,112.0,77.0,1.5393,2004.0,9.0,21.0,1.0,23,1
4687,0.0,5.9,99.0,74.0,1.5233,2004.0,9.0,22.0,2.0,0,1
4688,0.0,5.1,98.0,74.0,1.5031,2004.0,9.0,22.0,2.0,1,0
4689,0.0,2.4,54.0,47.0,1.501,2004.0,9.0,22.0,2.0,2,0
4690,0.0,2.4,0.0,0.0,1.4894,2004.0,9.0,22.0,2.0,3,0
4691,0.0,3.8,59.0,44.0,1.4794,2004.0,9.0,22.0,2.0,4,0
4692,0.0,5.0,162.0,69.0,1.4876,2004.0,9.0,22.0,2.0,5,0
4693,0.0,9.7,268.0,79.0,1.4807,2004.0,9.0,22.0,2.0,6,1
4694,0.0,25.9,531.0,108.0,1.4565,2004.0,9.0,22.0,2.0,7,2
4695,0.0,34.3,517.0,119.0,1.461,2004.0,9.0,22.0,2.0,8,3
4696,0.0,29.0,701.0,165.0,1.4833,2004.0,9.0,22.0,2.0,9,3
4697,0.0,20.0,510.0,172.0,1.4864,2004.0,9.0,22.0,2.0,10,2
4698,0.0,18.3,415.0,180.0,1.4543,2004.0,9.0,22.0,2.0,11,2
4699,0.0,13.4,243.0,130.0,1.4014,2004.0,9.0,22.0,2.0,12,2
4700,0.0,14.0,267.0,120.0,1.372,2004.0,9.0,22.0,2.0,13,2
4701,0.0,12.1,233.0,117.0,1.4291,2004.0,9.0,22.0,2.0,14,2
4702,0.0,15.3,295.0,141.0,1.3865,2004.0,9.0,22.0,2.0,15,2
4703,0.0,16.1,309.0,151.0,1.3622,2004.0,9.0,22.0,2.0,16,2
4704,0.0,27.3,506.0,218.0,1.3624,2004.0,9.0,22.0,2.0,17,2
4705,0.0,26.2,479.0,213.0,1.5203,2004.0,9.0,22.0,2.0,18,3
4706,0.0,26.7,460.0,194.0,1.4881,2004.0,9.0,22.0,2.0,19,3
4707,0.0,18.3,363.0,167.0,1.6461,2004.0,9.0,22.0,2.0,20,2
4708,0.0,11.9,213.0,115.0,1.6992,2004.0,9.0,22.0,2.0,21,2
4709,0.0,11.5,183.0,98.0,1.6883,2004.0,9.0,22.0,2.0,22,2
